6.541244573082489e-02, 6.570623238333855e-01
9.065123010130247e-02, 6.667710616974633e-01
8.966714905933430e-02, 6.042906357657376e-01
7.039073806078147e-02, 6.653617287817100e-01
1.219102749638206e-01, 5.245067334794864e-01
3.120115774240232e-02, 5.103351080488568e-01
5.904486251808973e-02, 4.860632633886627e-01
9.395079594790159e-02, 5.202787347322267e-01
1.227206946454414e-02, 5.654556843094268e-01
6.795947901591896e-02, 6.443000313185092e-01
2.205499276410999e-02, 5.702317569683683e-01
8.810419681620839e-02, 6.433604760413404e-01
8.613603473227206e-02, 5.671782023175697e-01
9.418234442836469e-02, 5.642812402129659e-01
7.548480463096961e-02, 6.248825555903539e-01
3.444283646888567e-02, 5.679611650485437e-01
4.219971056439942e-02, 5.631067961165048e-01
1.102749638205499e-01, 5.638114625743814e-01
1.056439942112880e-01, 5.440808017538366e-01
8.028943560057887e-02, 6.236298152207955e-01
9.557163531114327e-02, 6.443783275916066e-01
1.859913169319826e-01, 5.401659880989665e-01
1.360347322720695e-01, 5.628719072972127e-01
1.693777134587554e-01, 6.029595991230817e-01
1.084225759768452e-01, 4.426871280927028e-01
1.283936324167873e-01, 4.821484497337927e-01
1.117221418234443e-02, 5.460382085812715e-01
1.562952243125905e-02, 5.880833072345756e-01
4.706222865412446e-02, 5.652207954901347e-01
7.698986975397974e-02, 4.631224553711243e-01
1.265991316931983e-01, 5.025054807391168e-01
1.246888567293777e-01, 6.033510804885688e-01
1.194211287988423e-01, 5.832289383025367e-01
1.442547033285094e-01, 5.430629502035703e-01
0.000000000000000e+00, 6.083620419668023e-01
2.053835021707670e-01, 6.026464140306922e-01
1.308248914616498e-01, 5.229408080175384e-01
1.551953690303907e-01, 5.822110867522706e-01
1.108538350217077e-01, 6.441434387723144e-01
8.966714905933430e-02, 6.244910742248669e-01
3.357452966714906e-02, 6.070310053241466e-01
6.043415340086831e-02, 5.858127153147510e-01
6.124457308248914e-02, 4.833228938302537e-01
7.502170767004342e-02, 5.033667397431882e-01
4.248914616497829e-02, 5.454901346695897e-01
3.374819102749638e-02, 5.054024428437206e-01
3.606367583212735e-02, 5.255245850297526e-01
2.370477568740955e-01, 5.996711556529909e-01
1.089435600578871e-01, 6.059348575007829e-01
1.132850940665702e-01, 4.833228938302537e-01
9.921852387843705e-02, 6.864234262449107e-01
7.548480463096961e-02, 6.058565612276856e-01
8.393632416787265e-02, 6.016285624804260e-01
1.106801736613603e-01, 6.659098026933918e-01
1.292040520984081e-01, 6.637175070466645e-01
1.222575976845152e-01, 5.632633886626996e-01
1.344138929088278e-01, 6.230034450360162e-01
1.043125904486252e-01, 5.862041966802380e-01
1.184370477568741e-01, 6.711556529909176e-01
1.043704775687410e-01, 6.865800187911055e-01
5.227206946454414e-02, 5.865956780457250e-01
4.879884225759768e-02, 5.839336047604134e-01
8.712011577424023e-02, 5.478390228625117e-01
9.250361794500724e-02, 6.479016598809897e-01
8.416787264833575e-02, 5.332759160663952e-01
9.580318379160636e-02, 6.056999686814908e-01
